,model,fitness,episode
1574,./models\v1_20241127-184821_6fe0f1e9_51800.pth,121.50243096251299,51800
1575,./models\v1_20241127-184821_6fe0f1e9_51900.pth,140.6060846227271,51900
1576,./models\v1_20241127-184821_6fe0f1e9_52000.pth,132.26157406187338,52000
1577,./models\v1_20241127-184821_6fe0f1e9_52100.pth,135.57929547964136,52100
1578,./models\v1_20241127-184821_6fe0f1e9_52200.pth,135.196630056335,52200
1579,./models\v1_20241127-184821_6fe0f1e9_52300.pth,134.81280890476825,52300
1580,./models\v1_20241127-184821_6fe0f1e9_52400.pth,102.07141402869637,52400
1581,./models\v1_20241127-184821_6fe0f1e9_52500.pth,97.39856766357592,52500
1582,./models\v1_20241127-214805_6fe0f1e9_48000.pth,76.1053872676918,48000
1583,./models\v1_20241127-214805_6fe0f1e9_48100.pth,82.40441388652685,48100
1584,./models\v1_20241127-214805_6fe0f1e9_48200.pth,11.482093201769741,48200
1585,./models\v1_20241127-214805_6fe0f1e9_48300.pth,-27.741316536585924,48300
1586,./models\v1_20241127-214805_6fe0f1e9_48400.pth,-26.30600596678466,48400
1587,./models\v1_20241127-214805_6fe0f1e9_48500.pth,-27.161092112488973,48500
1588,./models\v1_20241127-214805_6fe0f1e9_48600.pth,-17.825403103682778,48600
1589,./models\v1_20241127-214805_6fe0f1e9_48700.pth,-11.93380666076152,48700
1590,./models\v1_20241127-214805_6fe0f1e9_48800.pth,11.129947746499845,48800
1591,./models\v1_20241127-214805_6fe0f1e9_48900.pth,8.586708608880445,48900
1592,./models\v1_20241127-214805_6fe0f1e9_49000.pth,-7.59877549241868,49000
1593,./models\v1_20241127-214805_6fe0f1e9_49100.pth,4.841708404703974,49100
1594,./models\v1_20241127-214805_6fe0f1e9_49200.pth,-46.56175777512966,49200
1595,./models\v1_20241127-214805_6fe0f1e9_49300.pth,10.834020364174593,49300
1596,./models\v1_20241127-214805_6fe0f1e9_49400.pth,-129.969059561663,49400
1597,./models\v1_20241127-214805_6fe0f1e9_49500.pth,-36.29706649676626,49500
1598,./models\v1_20241127-214805_6fe0f1e9_49600.pth,68.55389259210082,49600
1599,./models\v1_20241127-214805_6fe0f1e9_49700.pth,73.60035572622482,49700
1600,./models\v1_20241127-214805_6fe0f1e9_49800.pth,68.57482746420047,49800
1601,./models\v1_20241127-225256_6fe0f1e9_49800.pth,74.62140065672271,49800
1602,./models\v1_20241127-225256_6fe0f1e9_49900.pth,81.99736414374787,49900
1603,./models\v1_20241127-225256_6fe0f1e9_50000.pth,24.037473088259595,50000
1604,./models\v1_20241127-225256_6fe0f1e9_50100.pth,-27.311674694379214,50100
1605,./models\v1_20241127-225256_6fe0f1e9_50200.pth,-4.119181962287636,50200
1606,./models\v1_20241127-225256_6fe0f1e9_50300.pth,7.968799546178866,50300
1607,./models\v1_20241127-225256_6fe0f1e9_50400.pth,0.3580325663593315,50400
1608,./models\v1_20241127-225256_6fe0f1e9_50500.pth,8.580390081094794,50500
1609,./models\v1_20241127-225256_6fe0f1e9_50600.pth,40.22491222267915,50600
1610,./models\v1_20241127-225256_6fe0f1e9_50700.pth,20.70290985411323,50700
1611,./models\v1_20241127-225256_6fe0f1e9_50800.pth,22.20007987355299,50800
1612,./models\v1_20241127-225256_6fe0f1e9_50900.pth,22.817500210425106,50900
1613,./models\v1_20241127-225256_6fe0f1e9_51000.pth,86.04131317633224,51000
1614,./models\v1_20241127-225256_6fe0f1e9_51100.pth,94.78722408460146,51100
1615,./models\v1_20241127-225256_6fe0f1e9_51200.pth,72.30483313910617,51200
1616,./models\v1_20241127-225256_6fe0f1e9_51300.pth,79.8572361718264,51300
1617,./models\v1_20241127-225256_6fe0f1e9_51400.pth,86.47734657240261,51400
1618,./models\v1_20241127-225256_6fe0f1e9_51500.pth,87.96115217671849,51500
1619,./models\v1_20241127-225256_6fe0f1e9_51600.pth,110.5152934238001,51600
1620,./models\v1_20241127-225256_6fe0f1e9_51700.pth,98.56949881374436,51700
1621,./models\v1_20241127-225256_6fe0f1e9_51800.pth,84.05504195699409,51800
1622,./models\v1_20241127-225256_6fe0f1e9_51900.pth,87.68695479981997,51900
1623,./models\v1_20241127-225256_6fe0f1e9_52000.pth,90.70297986629481,52000
1624,./models\v1_20241127-225256_6fe0f1e9_52100.pth,92.95800118183041,52100
1625,./models\v1_20241128-003131_6fe0f1e9_49800.pth,66.42017576974875,49800
1626,./models\v1_20241128-003131_6fe0f1e9_49900.pth,69.18784463537634,49900
1627,./models\v1_20241128-003131_6fe0f1e9_50000.pth,11.655898534423773,50000
1628,./models\v1_20241128-003131_6fe0f1e9_50100.pth,-4.375692047039342,50100
1629,./models\v1_20241128-003131_6fe0f1e9_50200.pth,-2.5358314479039943,50200
1630,./models\v1_20241128-003131_6fe0f1e9_50300.pth,-9.322440394156837,50300
1631,./models\v1_20241128-003131_6fe0f1e9_50400.pth,-23.091159433866647,50400
1632,./models\v1_20241128-003131_6fe0f1e9_50500.pth,-5.5442757090801615,50500
1633,./models\v1_20241128-003131_6fe0f1e9_50600.pth,-5.401578151582455,50600
1634,./models\v1_20241128-003131_6fe0f1e9_50700.pth,-12.393100273139625,50700
1635,./models\v1_20241128-003131_6fe0f1e9_50800.pth,-7.172037230806815,50800
1636,./models\v1_20241128-003131_6fe0f1e9_50900.pth,-12.547632588826602,50900
1637,./models\v1_20241128-003131_6fe0f1e9_51000.pth,51.79131017430689,51000
1638,./models\v1_20241128-003131_6fe0f1e9_51100.pth,64.88510376337825,51100
1639,./models\v1_20241128-003131_6fe0f1e9_51200.pth,43.00758669271672,51200
1640,./models\v1_20241128-003131_6fe0f1e9_51300.pth,68.50679210710258,51300
1641,./models\v1_20241128-003131_6fe0f1e9_51400.pth,17.80856487833693,51400
1642,./models\v1_20241128-003131_6fe0f1e9_51500.pth,-45.74147708141829,51500
1643,./models\v1_20241128-003131_6fe0f1e9_51600.pth,20.927791371118712,51600
1644,./models\v1_20241128-003131_6fe0f1e9_51700.pth,19.6051864831399,51700
1645,./models\v1_20241128-003131_6fe0f1e9_51800.pth,-5.836250654261899,51800
1646,./models\v1_20241128-003131_6fe0f1e9_51900.pth,-48.11607141140627,51900
1647,./models\v1_20241128-003131_6fe0f1e9_52000.pth,13.48484407567276,52000
1648,./models\v1_20241128-003131_6fe0f1e9_52100.pth,13.197058541304818,52100
1649,./models\v1_20241128-003131_6fe0f1e9_52200.pth,0.4738000086869135,52200
1650,./models\v1_20241128-003131_6fe0f1e9_52300.pth,-95.86551906995679,52300
1651,./models\v1_20241128-003131_6fe0f1e9_52400.pth,-75.71451578257806,52400
1652,./models\v1_20241128-003131_6fe0f1e9_52500.pth,-95.40888816130081,52500
1653,./models\v1_20241128-003131_6fe0f1e9_52600.pth,-191.58263118042115,52600
1654,./models\v1_20241128-003131_6fe0f1e9_52700.pth,-149.29714830594105,52700
1655,./models\v1_20241128-003131_6fe0f1e9_52800.pth,-89.08952859280636,52800
1656,./models\v1_20241128-003131_6fe0f1e9_52900.pth,-88.48011624236241,52900
1657,./models\v1_20241128-003131_6fe0f1e9_53000.pth,-126.2962525924426,53000
1658,./models\v1_20241128-003131_6fe0f1e9_53100.pth,-131.9656636349779,53100
1659,./models\v1_20241128-003131_6fe0f1e9_53200.pth,-139.72181758553702,53200
1660,./models\v1_20241128-003131_6fe0f1e9_53300.pth,-159.72118315891265,53300
1661,./models\v1_20241128-003131_6fe0f1e9_53400.pth,-137.14870164586353,53400
1662,./models\v1_20241128-003131_6fe0f1e9_53500.pth,-156.03066244719273,53500
1663,./models\v1_20241128-003131_6fe0f1e9_53600.pth,-144.08715951515808,53600
1664,./models\v1_20241128-003131_6fe0f1e9_53700.pth,-128.683061766719,53700
1665,./models\v1_20241128-003131_6fe0f1e9_53800.pth,-146.11034829564488,53800
1666,./models\v1_20241128-003131_6fe0f1e9_53900.pth,-150.92094643233685,53900
1667,./models\v1_20241128-003131_6fe0f1e9_54000.pth,-140.88821961745762,54000
1668,./models\v1_20241128-003131_6fe0f1e9_54100.pth,-144.26242943423355,54100
1669,./models\v1_20241128-003131_6fe0f1e9_54200.pth,-170.96205871816517,54200
1670,./models\v1_20241128-003131_6fe0f1e9_54300.pth,-136.2082869824239,54300
1671,./models\v1_20241128-003131_6fe0f1e9_54400.pth,-132.6905351662894,54400
1672,./models\v1_20241128-003131_6fe0f1e9_54500.pth,-132.56746136031842,54500
1673,./models\v1_20241128-003131_6fe0f1e9_54600.pth,-130.18435458628304,54600
1674,./models\v1_20241128-003131_6fe0f1e9_54700.pth,-127.72016395891808,54700
1675,./models\v1_20241128-003131_6fe0f1e9_54800.pth,-128.32276420043266,54800
1676,./models\v1_20241128-003131_6fe0f1e9_54900.pth,-131.90464755868544,54900
1677,./models\v1_20241128-003131_6fe0f1e9_55000.pth,-128.8579678263463,55000
1678,./models\v1_20241128-003131_6fe0f1e9_55100.pth,-131.52391610136786,55100
1679,./models\v1_20241128-003131_6fe0f1e9_55200.pth,-133.26069964720764,55200
1680,./models\v1_20241128-003131_6fe0f1e9_55300.pth,-136.4631151094375,55300
1681,./models\v1_20241128-003131_6fe0f1e9_55400.pth,-131.33711294728462,55400
1682,./models\v1_20241128-003131_6fe0f1e9_55500.pth,-128.78469755571354,55500
1683,./models\v1_20241128-003131_6fe0f1e9_55600.pth,-128.05105118096773,55600
1684,./models\v1_20241128-003131_6fe0f1e9_55700.pth,-128.29399434021542,55700
1685,./models\v1_20241128-003131_6fe0f1e9_55800.pth,-132.1677206476749,55800
1686,./models\v1_20241128-003131_6fe0f1e9_55900.pth,-130.7598099489557,55900
1687,./models\v1_20241128-003131_6fe0f1e9_56000.pth,-133.54337352657313,56000
1688,./models\v1_20241128-003131_6fe0f1e9_56100.pth,-130.6642941820488,56100
1689,./models\v1_20241128-003131_6fe0f1e9_56200.pth,-131.47786790752735,56200
1690,./models\v1_20241128-003131_6fe0f1e9_56300.pth,-132.76891800552082,56300
1691,./models\v1_20241128-003131_6fe0f1e9_56400.pth,-132.9482615991718,56400
1692,./models\v1_20241128-003131_6fe0f1e9_56500.pth,-129.9294757749801,56500
1693,./models\v1_20241128-003131_6fe0f1e9_56600.pth,-133.04951273488012,56600
1694,./models\v1_20241128-003131_6fe0f1e9_56700.pth,-131.65236613521597,56700
1695,./models\v1_20241128-003131_6fe0f1e9_56800.pth,-132.62577391634142,56800
1696,./models\v1_20241128-003131_6fe0f1e9_56900.pth,-133.70870355586095,56900
1697,./models\v1_20241128-003131_6fe0f1e9_57000.pth,-131.79592902457037,57000
1698,./models\v1_20241128-003131_6fe0f1e9_57100.pth,-133.55442483103909,57100
1699,./models\v1_20241128-003131_6fe0f1e9_57200.pth,-130.06655433550458,57200
1700,./models\v1_20241128-003131_6fe0f1e9_57300.pth,-129.01355470135368,57300
1701,./models\v1_20241128-003131_6fe0f1e9_57400.pth,-129.41039118092513,57400
1702,./models\v1_20241128-003131_6fe0f1e9_57500.pth,-132.86900187886675,57500
1703,./models\v1_20241128-003131_6fe0f1e9_57600.pth,-131.53405280899912,57600
1704,./models\v1_20241128-003131_6fe0f1e9_57700.pth,-129.23543659247218,57700
1705,./models\v1_20241128-003131_6fe0f1e9_57800.pth,-129.92128562291478,57800
1706,./models\v1_20241128-003131_6fe0f1e9_57900.pth,-127.22461993253434,57900
1707,./models\v1_20241128-003131_6fe0f1e9_58000.pth,-133.12282729067354,58000
1708,./models\v1_20241128-003131_6fe0f1e9_58100.pth,-129.9028303265698,58100
1709,./models\v1_20241128-003131_6fe0f1e9_58200.pth,-134.38025829106752,58200
1710,./models\v1_20241128-003131_6fe0f1e9_58300.pth,-131.26727697458645,58300
1711,./models\v1_20241128-003131_6fe0f1e9_58400.pth,-130.04920217045108,58400
1712,./models\v1_20241128-003131_6fe0f1e9_58500.pth,-128.4900714635835,58500
1713,./models\v1_20241128-003131_6fe0f1e9_58600.pth,-133.3960343946823,58600
1714,./models\v1_20241128-003131_6fe0f1e9_58700.pth,-128.00306786009665,58700
1715,./models\v1_20241128-003131_6fe0f1e9_58800.pth,-131.0680506331008,58800
1716,./models\v1_20241128-003131_6fe0f1e9_58900.pth,-132.03783999253244,58900
1717,./models\v1_20241128-003131_6fe0f1e9_59000.pth,-129.25740650383955,59000
1718,./models\v1_20241128-003131_6fe0f1e9_59100.pth,-134.55866125934273,59100
1719,./models\v1_20241128-003131_6fe0f1e9_59200.pth,-135.4505834142246,59200
1720,./models\v1_20241128-003131_6fe0f1e9_59300.pth,-133.76846986554614,59300
1721,./models\v1_20241128-003131_6fe0f1e9_59400.pth,-126.80066871947652,59400
1722,./models\v1_20241128-003131_6fe0f1e9_59500.pth,-136.36430303801396,59500
1723,./models\v1_20241128-003131_6fe0f1e9_59600.pth,-131.72238826498153,59600
1724,./models\v1_20241128-003131_6fe0f1e9_59700.pth,-131.66924736535032,59700
1725,./models\v1_20241128-003131_6fe0f1e9_59800.pth,-130.24308641838047,59800
1726,./models\v1_20241128-003131_6fe0f1e9_59900.pth,-130.4253017708361,59900
1727,./models\v1_20241128-003131_6fe0f1e9_60000.pth,-131.98020562027665,60000
1728,./models\v1_20241128-003131_6fe0f1e9_60100.pth,-129.02923100696972,60100
1729,./models\v1_20241128-003131_6fe0f1e9_60200.pth,-137.1543420939889,60200
1730,./models\v1_20241128-003131_6fe0f1e9_60300.pth,-129.50533782205474,60300
1731,./models\v1_20241128-003131_6fe0f1e9_60400.pth,-130.84485097900642,60400
1732,./models\v1_20241128-003131_6fe0f1e9_60500.pth,-134.48865142901465,60500
1733,./models\v1_20241128-003131_6fe0f1e9_60600.pth,-130.45439806751023,60600
1734,./models\v1_20241128-003131_6fe0f1e9_60700.pth,-130.87607367122993,60700
1735,./models\v1_20241128-003131_6fe0f1e9_60800.pth,-133.1506652903066,60800
1736,./models\v1_20241128-003131_6fe0f1e9_60900.pth,-130.25473607351498,60900
1737,./models\v1_20241128-003131_6fe0f1e9_61000.pth,-132.40877534308268,61000
1738,./models\v1_20241128-003131_6fe0f1e9_61100.pth,-129.18295515696457,61100
1739,./models\v1_20241128-003131_6fe0f1e9_61200.pth,-135.21800934690913,61200
1740,./models\v1_20241128-003131_6fe0f1e9_61300.pth,-132.32673612149583,61300
1741,./models\v1_20241128-003131_6fe0f1e9_61400.pth,-134.7006425526245,61400
1742,./models\v1_20241128-003131_6fe0f1e9_61500.pth,-131.12282263322842,61500
1743,./models\v1_20241128-003131_6fe0f1e9_61600.pth,-132.90692434717073,61600
1744,./models\v1_20241128-003131_6fe0f1e9_61700.pth,-129.24000509072616,61700
1745,./models\v1_20241128-003131_6fe0f1e9_61800.pth,-131.85852083365725,61800
1746,./models\v1_20241128-003131_6fe0f1e9_61900.pth,-129.7334507025289,61900
1747,./models\v1_20241128-003131_6fe0f1e9_62000.pth,-129.62411794264736,62000
1748,./models\v1_20241128-003131_6fe0f1e9_62100.pth,-134.70885361664344,62100
1749,./models\v1_20241128-003131_6fe0f1e9_62200.pth,-131.8514798169136,62200
1750,./models\v1_20241128-003131_6fe0f1e9_62300.pth,-127.32288864808055,62300
1751,./models\v1_20241128-003131_6fe0f1e9_62400.pth,-133.1417800105807,62400
1752,./models\v1_20241128-003131_6fe0f1e9_62500.pth,-134.91858233543172,62500
1753,./models\v1_20241128-003131_6fe0f1e9_62600.pth,-134.16929041670167,62600
1754,./models\v1_20241128-003131_6fe0f1e9_62700.pth,-126.51812468787804,62700
1755,./models\v1_20241128-003131_6fe0f1e9_62800.pth,-134.01120759115113,62800
1756,./models\v1_20241128-003131_6fe0f1e9_62900.pth,-133.03106007880535,62900
1757,./models\v1_20241128-003131_6fe0f1e9_63000.pth,-130.43071846387625,63000
1758,./models\v1_20241128-003131_6fe0f1e9_63100.pth,-129.97401772282865,63100
1759,./models\v1_20241128-003131_6fe0f1e9_63200.pth,-131.70523947113884,63200
1760,./models\v1_20241128-003131_6fe0f1e9_63300.pth,-130.20796920080414,63300
1761,./models\v1_20241128-003131_6fe0f1e9_63400.pth,-133.44920142467478,63400
1762,./models\v1_20241128-003131_6fe0f1e9_63500.pth,-133.26566326545878,63500
1763,./models\v1_20241128-003131_6fe0f1e9_63600.pth,-129.79767719726883,63600
1764,./models\v1_20241128-003131_6fe0f1e9_63700.pth,-132.56635287112235,63700
1765,./models\v1_20241128-003131_6fe0f1e9_63800.pth,-130.89027681379582,63800
1766,./models\v1_20241128-003131_6fe0f1e9_63900.pth,-131.71358276391427,63900
1767,./models\v1_20241128-003131_6fe0f1e9_64000.pth,-138.64154507291477,64000
1768,./models\v1_20241128-003131_6fe0f1e9_64100.pth,-132.9894331421014,64100
1769,./models\v1_20241128-003131_6fe0f1e9_64200.pth,-135.37097843094662,64200
1770,./models\v1_20241128-003131_6fe0f1e9_64300.pth,-135.0090331381084,64300
1771,./models\v1_20241128-003131_6fe0f1e9_64400.pth,-133.12333149821393,64400
1772,./models\v1_20241128-003131_6fe0f1e9_64500.pth,-130.4082661792713,64500
1773,./models\v1_20241128-003131_6fe0f1e9_64600.pth,-128.62139354512365,64600
1774,./models\v1_20241128-003131_6fe0f1e9_64700.pth,-132.68258282023788,64700
1775,./models\v1_20241128-003131_6fe0f1e9_64800.pth,-135.95387278473333,64800
1776,./models\v1_20241128-003131_6fe0f1e9_64900.pth,-133.70720152855608,64900
1777,./models\v1_20241128-003131_6fe0f1e9_65000.pth,-132.64552331888206,65000
1778,./models\v1_20241128-003131_6fe0f1e9_65100.pth,-131.10864638601316,65100
1779,./models\v1_20241128-003131_6fe0f1e9_65200.pth,-133.55142840079213,65200
1780,./models\v1_20241128-003131_6fe0f1e9_65300.pth,-130.70545936705778,65300
1781,./models\v1_20241128-003131_6fe0f1e9_65400.pth,-132.53072631884,65400
1782,./models\v1_20241128-003131_6fe0f1e9_65500.pth,-128.19423386406407,65500
1783,./models\v1_20241128-003131_6fe0f1e9_65600.pth,-132.79503437595176,65600
1784,./models\v1_20241128-003131_6fe0f1e9_65700.pth,-129.14136035573142,65700
1785,./models\v1_20241128-003131_6fe0f1e9_65800.pth,-124.92621209866672,65800
1786,./models\v1_20241128-003131_6fe0f1e9_65900.pth,-129.93933164795274,65900
1787,./models\v1_20241128-003131_6fe0f1e9_66000.pth,-129.1072759870134,66000
1788,./models\v1_20241128-003131_6fe0f1e9_66100.pth,-131.12574101680633,66100
1789,./models\v1_20241128-003131_6fe0f1e9_66200.pth,-126.06495459662547,66200
1790,./models\v1_20241128-003131_6fe0f1e9_66300.pth,-134.31643517800885,66300
1791,./models\v1_20241128-003131_6fe0f1e9_66400.pth,-129.6340109000123,66400
1792,./models\v1_20241128-003131_6fe0f1e9_66500.pth,-136.76076412812225,66500
1793,./models\v1_20241128-003131_6fe0f1e9_66600.pth,-136.6166469341534,66600
1794,./models\v1_20241128-003131_6fe0f1e9_66700.pth,-131.51774105019183,66700
1795,./models\v1_20241128-003131_6fe0f1e9_66800.pth,-132.1162637665083,66800
1796,./models\v1_20241128-003131_6fe0f1e9_66900.pth,-133.1586076504182,66900
1797,./models\v1_20241128-003131_6fe0f1e9_67000.pth,-132.4369188501888,67000
1798,./models\v1_20241128-003131_6fe0f1e9_67100.pth,-133.71335406694507,67100
1799,./models\v1_20241128-003131_6fe0f1e9_67200.pth,-128.02318719788616,67200
1800,./models\v1_20241128-003131_6fe0f1e9_67300.pth,-134.22979064781305,67300
1801,./models\v1_20241128-003131_6fe0f1e9_67400.pth,-126.95404274534181,67400
1802,./models\v1_20241128-003131_6fe0f1e9_67500.pth,-128.9855160269393,67500
1803,./models\v1_20241128-003131_6fe0f1e9_67600.pth,-131.64494772068457,67600
1804,./models\v1_20241128-003131_6fe0f1e9_67700.pth,-132.73813228537884,67700
1805,./models\v1_20241128-003131_6fe0f1e9_67800.pth,-136.15969322772972,67800
1806,./models\v1_20241128-003131_6fe0f1e9_67900.pth,-127.55447345411204,67900
1807,./models\v1_20241128-003131_6fe0f1e9_68000.pth,-126.89885205653177,68000
1808,./models\v1_20241128-003131_6fe0f1e9_68100.pth,-130.90326558593347,68100
1809,./models\v1_20241128-003131_6fe0f1e9_68200.pth,-131.5434528467467,68200
1810,./models\v1_20241128-003131_6fe0f1e9_68300.pth,-137.90355311599066,68300
1811,./models\v1_20241128-003131_6fe0f1e9_68400.pth,-130.502325313472,68400
1812,./models\v1_20241128-003131_6fe0f1e9_68500.pth,-133.64941649784222,68500
