,model,fitness,episode
1819,./models\v1_20241128-003131_6fe0f1e9_69200.pth,-134.4514990638341,69200
1820,./models\v1_20241128-003131_6fe0f1e9_69300.pth,-132.69060323750406,69300
1821,./models\v1_20241128-003131_6fe0f1e9_69400.pth,-127.76410434539953,69400
1822,./models\v1_20241128-003131_6fe0f1e9_69500.pth,-128.2758298262874,69500
1823,./models\v1_20241128-003131_6fe0f1e9_69600.pth,-127.31365371000844,69600
1824,./models\v1_20241128-003131_6fe0f1e9_69700.pth,-127.1187003407818,69700
1825,./models\v1_20241128-003131_6fe0f1e9_69800.pth,-129.07712888678105,69800
1826,./models\v1_20241128-003131_6fe0f1e9_69900.pth,-128.2612640859189,69900
1827,./models\v1_20241128-003131_6fe0f1e9_70000.pth,-129.42905170460054,70000
1828,./models\v1_20241128-003131_6fe0f1e9_70100.pth,-134.6074736610288,70100
1829,./models\v1_20241128-003131_6fe0f1e9_70200.pth,-132.07286327113255,70200
1830,./models\v1_20241128-003131_6fe0f1e9_70300.pth,-132.04881635991313,70300
1831,./models\v1_20241128-003131_6fe0f1e9_70400.pth,-132.1563610543696,70400
1832,./models\v1_20241128-003131_6fe0f1e9_70500.pth,-135.14815631033497,70500
1833,./models\v1_20241128-003131_6fe0f1e9_70600.pth,-133.30617811580652,70600
1834,./models\v1_20241128-003131_6fe0f1e9_70700.pth,-134.1227234439484,70700
1835,./models\v1_20241128-003131_6fe0f1e9_70800.pth,-133.8709528547691,70800
1836,./models\v1_20241128-085415_6fe0f1e9_48100.pth,88.97218643404548,48100
1837,./models\v1_20241128-085415_6fe0f1e9_48200.pth,9.577824512197742,48200
1838,./models\v1_20241128-085415_6fe0f1e9_48300.pth,-3.914904885293385,48300
1839,./models\v1_20241128-085415_6fe0f1e9_48400.pth,-151.9694679689945,48400
1840,./models\v1_20241128-085415_6fe0f1e9_48500.pth,-167.6505272825173,48500
1841,./models\v1_20241128-085415_6fe0f1e9_48600.pth,-167.8621302711594,48600
1842,./models\v1_20241128-085415_6fe0f1e9_48700.pth,-148.6585555951375,48700
1843,./models\v1_20241128-085415_6fe0f1e9_48800.pth,-158.65623664664213,48800
1844,./models\v1_20241128-085415_6fe0f1e9_48900.pth,-153.68725483792207,48900
1845,./models\v1_20241128-085415_6fe0f1e9_49000.pth,-158.42897996382598,49000
1846,./models\v1_20241128-085415_6fe0f1e9_49100.pth,-149.69479595100617,49100
1847,./models\v1_20241128-085415_6fe0f1e9_49200.pth,-147.65472872694698,49200
1848,./models\v1_20241128-085415_6fe0f1e9_49300.pth,-80.89856428530163,49300
1849,./models\v1_20241128-085415_6fe0f1e9_49400.pth,-148.40774882659483,49400
1850,./models\v1_20241128-085415_6fe0f1e9_49500.pth,-148.18996045820577,49500
1851,./models\v1_20241128-085415_6fe0f1e9_49600.pth,-155.2256206682099,49600
1852,./models\v1_20241128-085415_6fe0f1e9_49700.pth,-160.96212156893725,49700
1853,./models\v1_20241128-085415_6fe0f1e9_49800.pth,-154.157857119785,49800
1854,./models\v1_20241128-085415_6fe0f1e9_49900.pth,-159.02244426809023,49900
1855,./models\v1_20241128-085415_6fe0f1e9_50000.pth,-149.16096087097645,50000
1856,./models\v1_20241128-085415_6fe0f1e9_50100.pth,-148.5952027181493,50100
1857,./models\v1_20241128-085415_6fe0f1e9_50200.pth,-143.72381872812988,50200
1858,./models\v1_20241128-085415_6fe0f1e9_50300.pth,-134.45899457517936,50300
1859,./models\v1_20241128-085415_6fe0f1e9_50400.pth,-136.7294141035311,50400
1860,./models\v1_20241128-085415_6fe0f1e9_50500.pth,-137.33080759861633,50500
1861,./models\v1_20241128-085415_6fe0f1e9_50600.pth,-134.4409847709749,50600
1862,./models\v1_20241128-085415_6fe0f1e9_50700.pth,-133.61087785075796,50700
1863,./models\v1_20241128-085415_6fe0f1e9_50800.pth,-131.9545095388548,50800
1864,./models\v1_20241128-085415_6fe0f1e9_50900.pth,-2.4258778016398566,50900
1865,./models\v1_20241128-085415_6fe0f1e9_51000.pth,-0.7008394687052796,51000
1866,./models\v1_20241128-085415_6fe0f1e9_51100.pth,-7.249992153055442,51100
1867,./models\v1_20241128-085415_6fe0f1e9_51200.pth,-65.58164134633813,51200
1868,./models\v1_20241128-085415_6fe0f1e9_51300.pth,14.615271844557412,51300
1869,./models\v1_20241128-085415_6fe0f1e9_51400.pth,27.34929370474648,51400
1870,./models\v1_20241128-085415_6fe0f1e9_51500.pth,-15.759992462585512,51500
1871,./models\v1_20241128-085415_6fe0f1e9_51600.pth,-6.072098655772821,51600
1872,./models\v1_20241128-085415_6fe0f1e9_51700.pth,16.149120415756617,51700
1873,./models\v1_20241128-085415_6fe0f1e9_51800.pth,-15.457282330670063,51800
1874,./models\v1_20241128-085415_6fe0f1e9_51900.pth,-15.98086259913804,51900
1875,./models\v1_20241128-085415_6fe0f1e9_52000.pth,-34.61960716419866,52000
1876,./models\v1_20241128-085415_6fe0f1e9_52100.pth,-49.58149592043961,52100
1877,./models\v1_20241128-085415_6fe0f1e9_52200.pth,-51.315261742601415,52200
1878,./models\v1_20241128-085415_6fe0f1e9_52300.pth,-54.58169885432835,52300
1879,./models\v1_20241128-085415_6fe0f1e9_52400.pth,-50.85795674019775,52400
1880,./models\v1_20241128-085415_6fe0f1e9_52500.pth,-80.04488501656212,52500
1881,./models\v1_20241128-085415_6fe0f1e9_52600.pth,-73.97326979515519,52600
1882,./models\v1_20241128-085415_6fe0f1e9_52700.pth,-50.17735579340988,52700
1883,./models\v1_20241128-085415_6fe0f1e9_52800.pth,-19.161794177267378,52800
1884,./models\v1_20241128-085415_6fe0f1e9_52900.pth,-15.824773516361219,52900
1885,./models\v1_20241128-085415_6fe0f1e9_53000.pth,-16.410968608239486,53000
1886,./models\v1_20241128-085415_6fe0f1e9_53100.pth,-25.416196298592727,53100
1887,./models\v1_20241128-085415_6fe0f1e9_53200.pth,23.49409162966776,53200
1888,./models\v1_20241128-085415_6fe0f1e9_53300.pth,18.493784732213033,53300
1889,./models\v1_20241128-085415_6fe0f1e9_53400.pth,20.98755333434142,53400
1890,./models\v1_20241128-085415_6fe0f1e9_53500.pth,22.874172172383343,53500
1891,./models\v1_20241128-085415_6fe0f1e9_53600.pth,40.547890600866815,53600
1892,./models\v1_20241128-085415_6fe0f1e9_53700.pth,42.99674660924994,53700
1893,./models\v1_20241128-085415_6fe0f1e9_53800.pth,45.76751485636304,53800
1894,./models\v1_20241128-085415_6fe0f1e9_53900.pth,54.92934597020429,53900
1895,./models\v1_20241128-085415_6fe0f1e9_54000.pth,48.55376606231723,54000
1896,./models\v1_20241128-085415_6fe0f1e9_54100.pth,39.95062555804281,54100
1897,./models\v1_20241128-085415_6fe0f1e9_54200.pth,68.56352414645748,54200
1898,./models\v1_20241128-085415_6fe0f1e9_54300.pth,101.54634677647908,54300
1899,./models\v1_20241128-085415_6fe0f1e9_54400.pth,36.443786765991284,54400
1900,./models\v1_20241128-085415_6fe0f1e9_54500.pth,-2.9436865143476623,54500
1901,./models\v1_20241128-085415_6fe0f1e9_54600.pth,-10.155979106543114,54600
1902,./models\v1_20241128-085415_6fe0f1e9_54700.pth,2.321739942346355,54700
1903,./models\v1_20241128-085415_6fe0f1e9_54800.pth,51.29084233300831,54800
1904,./models\v1_20241128-085415_6fe0f1e9_54900.pth,94.42766879709183,54900
1905,./models\v1_20241128-085415_6fe0f1e9_55000.pth,131.35135879208315,55000
1906,./models\v1_20241128-085415_6fe0f1e9_55100.pth,92.84786846313801,55100
1907,./models\v1_20241128-085415_6fe0f1e9_55200.pth,106.74755556260165,55200
1908,./models\v1_20241128-085415_6fe0f1e9_55300.pth,69.37619818631542,55300
1909,./models\v1_20241128-085415_6fe0f1e9_55400.pth,99.26284668103393,55400
1910,./models\v1_20241128-085415_6fe0f1e9_55500.pth,115.8451286572269,55500
1911,./models\v1_20241128-085415_6fe0f1e9_55600.pth,120.68170085129422,55600
1912,./models\v1_20241128-085415_6fe0f1e9_55700.pth,66.40418775505974,55700
1913,./models\v1_20241128-085415_6fe0f1e9_55800.pth,89.87777434182422,55800
1914,./models\v1_20241128-085415_6fe0f1e9_55900.pth,115.44606536748609,55900
1915,./models\v1_20241128-085415_6fe0f1e9_56000.pth,117.15811492034216,56000
1916,./models\v1_20241128-085415_6fe0f1e9_56100.pth,126.81949594863377,56100
1917,./models\v1_20241128-085415_6fe0f1e9_56200.pth,79.14040009969685,56200
1918,./models\v1_20241128-085415_6fe0f1e9_56300.pth,55.10559795581743,56300
1919,./models\v1_20241128-085415_6fe0f1e9_56400.pth,83.17601260206487,56400
1920,./models\v1_20241128-085415_6fe0f1e9_56500.pth,85.29373567598202,56500
1921,./models\v1_20241128-085415_6fe0f1e9_56600.pth,101.12495978575505,56600
1922,./models\v1_20241128-085415_6fe0f1e9_56700.pth,85.92701812711518,56700
1923,./models\v1_20241128-085415_6fe0f1e9_56800.pth,106.0766488636582,56800
1924,./models\v1_20241128-085415_6fe0f1e9_56900.pth,93.16896061482984,56900
1925,./models\v1_20241128-085415_6fe0f1e9_57000.pth,108.53621981464093,57000
1926,./models\v1_20241128-085415_6fe0f1e9_57100.pth,113.96000378874422,57100
1927,./models\v1_20241128-085415_6fe0f1e9_57200.pth,115.46140923397598,57200
1928,./models\v1_20241128-085415_6fe0f1e9_57300.pth,110.42010650128199,57300
1929,./models\v1_20241128-085415_6fe0f1e9_57400.pth,-46.57476587968436,57400
1930,./models\v1_20241128-085415_6fe0f1e9_57500.pth,58.01694847526618,57500
1931,./models\v1_20241128-085415_6fe0f1e9_57600.pth,119.93229457664789,57600
1932,./models\v1_20241128-085415_6fe0f1e9_57700.pth,70.43309251286166,57700
1933,./models\v1_20241128-085415_6fe0f1e9_57800.pth,92.04056022044526,57800
1934,./models\v1_20241128-085415_6fe0f1e9_57900.pth,120.17604025194467,57900
1935,./models\v1_20241128-085415_6fe0f1e9_58000.pth,129.47333031989547,58000
1936,./models\v1_20241128-085415_6fe0f1e9_58100.pth,113.3473933570955,58100
1937,./models\v1_20241128-085415_6fe0f1e9_58200.pth,105.20057618993569,58200
1938,./models\v1_20241128-085415_6fe0f1e9_58300.pth,128.4349425401351,58300
1939,./models\v1_20241128-085415_6fe0f1e9_58400.pth,128.24523849541143,58400
1940,./models\v1_20241128-085415_6fe0f1e9_58500.pth,135.19336842347886,58500
1941,./models\v1_20241128-085415_6fe0f1e9_58600.pth,138.81216845227738,58600
1942,./models\v1_20241128-085415_6fe0f1e9_58700.pth,134.8685405859321,58700
1943,./models\v1_20241128-085415_6fe0f1e9_58800.pth,142.04038169361007,58800
1944,./models\v1_20241128-085415_6fe0f1e9_58900.pth,114.16574894711525,58900
1945,./models\v1_20241128-085415_6fe0f1e9_59000.pth,98.85635713575783,59000
1946,./models\v1_20241128-085415_6fe0f1e9_59100.pth,127.52892153514033,59100
1947,./models\v1_20241128-085415_6fe0f1e9_59200.pth,91.81273898418809,59200
1948,./models\v1_20241128-085415_6fe0f1e9_59300.pth,96.96123031643948,59300
1949,./models\v1_20241128-085415_6fe0f1e9_59400.pth,84.27774471642633,59400
1950,./models\v1_20241128-085415_6fe0f1e9_59500.pth,54.23295243783412,59500
1951,./models\v1_20241128-085415_6fe0f1e9_59600.pth,26.249715094266204,59600
1952,./models\v1_20241128-085415_6fe0f1e9_59700.pth,42.16450006887626,59700
1953,./models\v1_20241128-085415_6fe0f1e9_59800.pth,59.31094860692414,59800
1954,./models\v1_20241128-085415_6fe0f1e9_59900.pth,99.02245832189706,59900
1955,./models\v1_20241128-085415_6fe0f1e9_60000.pth,102.61552422995588,60000
1956,./models\v1_20241128-085415_6fe0f1e9_60100.pth,104.67982408866723,60100
1957,./models\v1_20241128-085415_6fe0f1e9_60200.pth,111.90233944590794,60200
1958,./models\v1_20241128-085415_6fe0f1e9_60300.pth,116.88952121447468,60300
1959,./models\v1_20241128-085415_6fe0f1e9_60400.pth,127.0339656241496,60400
1960,./models\v1_20241128-085415_6fe0f1e9_60500.pth,100.2055641612988,60500
1961,./models\v1_20241128-085415_6fe0f1e9_60600.pth,88.87956997997313,60600
1962,./models\v1_20241128-085415_6fe0f1e9_60700.pth,109.98208560272492,60700
1963,./models\v1_20241128-085415_6fe0f1e9_60800.pth,108.1511926068475,60800
1964,./models\v1_20241128-085415_6fe0f1e9_60900.pth,111.53063577108227,60900
1965,./models\v1_20241128-085415_6fe0f1e9_61000.pth,106.99779792586571,61000
1966,./models\v1_20241128-085415_6fe0f1e9_61100.pth,116.5720595809245,61100
1967,./models\v1_20241128-085415_6fe0f1e9_61200.pth,125.59362860320547,61200
1968,./models\v1_20241128-085415_6fe0f1e9_61300.pth,116.2790726203002,61300
1969,./models\v1_20241128-085415_6fe0f1e9_61400.pth,107.70066667973533,61400
1970,./models\v1_20241128-085415_6fe0f1e9_61500.pth,107.685106804043,61500
1971,./models\v1_20241128-085415_6fe0f1e9_61600.pth,102.89006663414537,61600
1972,./models\v1_20241128-085415_6fe0f1e9_61700.pth,118.42153053490004,61700
1973,./models\v1_20241128-085415_6fe0f1e9_61800.pth,110.6466674803085,61800
1974,./models\v1_20241128-085415_6fe0f1e9_61900.pth,139.54450167579404,61900
1975,./models\v1_20241128-085415_6fe0f1e9_62000.pth,135.70819157648847,62000
1976,./models\v1_20241128-085415_6fe0f1e9_62100.pth,113.0856263064867,62100
1977,./models\v1_20241128-085415_6fe0f1e9_62200.pth,53.51254678560564,62200
1978,./models\v1_20241128-085415_6fe0f1e9_62300.pth,122.64796133260076,62300
1979,./models\v1_20241128-085415_6fe0f1e9_62400.pth,70.53754775319757,62400
1980,./models\v1_20241128-085415_6fe0f1e9_62500.pth,117.87116749225567,62500
1981,./models\v1_20241128-085415_6fe0f1e9_62600.pth,61.24885902692657,62600
1982,./models\v1_20241128-085415_6fe0f1e9_62700.pth,100.5144607560293,62700
1983,./models\v1_20241128-085415_6fe0f1e9_62800.pth,86.54890766391732,62800
1984,./models\v1_20241128-085415_6fe0f1e9_62900.pth,32.76234590886396,62900
1985,./models\v1_20241128-085415_6fe0f1e9_63000.pth,96.49107985462724,63000
1986,./models\v1_20241128-085415_6fe0f1e9_63100.pth,83.76179192675163,63100
1987,./models\v1_20241128-085415_6fe0f1e9_63200.pth,79.42358169614499,63200
1988,./models\v1_20241128-085415_6fe0f1e9_63300.pth,79.80342073154652,63300
1989,./models\v1_20241128-085415_6fe0f1e9_63400.pth,62.65118756029092,63400
1990,./models\v1_20241128-085415_6fe0f1e9_63500.pth,87.9832091175369,63500
1991,./models\v1_20241128-085415_6fe0f1e9_63600.pth,79.39257738103534,63600
1992,./models\v1_20241128-085415_6fe0f1e9_63700.pth,60.01773085730476,63700
1993,./models\v1_20241128-085415_6fe0f1e9_63800.pth,60.427689570870804,63800
1994,./models\v1_20241128-085415_6fe0f1e9_63900.pth,94.01789792780211,63900
1995,./models\v1_20241128-085415_6fe0f1e9_64000.pth,52.451490411963285,64000
1996,./models\v1_20241128-085415_6fe0f1e9_64100.pth,36.74740994653781,64100
1997,./models\v1_20241128-085415_6fe0f1e9_64200.pth,38.89520630865405,64200
1998,./models\v1_20241128-085415_6fe0f1e9_64300.pth,50.937698483112634,64300
1999,./models\v1_20241128-085415_6fe0f1e9_64400.pth,62.00044948760984,64400
2000,./models\v1_20241128-085415_6fe0f1e9_64500.pth,36.08407315397167,64500
2001,./models\v1_20241128-085415_6fe0f1e9_64600.pth,47.19883845589311,64600
2002,./models\v1_20241128-085415_6fe0f1e9_64700.pth,49.01258962411904,64700
2003,./models\v1_20241128-085415_6fe0f1e9_64800.pth,58.941142518987874,64800
2004,./models\v1_20241128-085415_6fe0f1e9_64900.pth,51.482220901188796,64900
2005,./models\v1_20241128-085415_6fe0f1e9_65000.pth,42.29384740304097,65000
2006,./models\v1_20241128-085415_6fe0f1e9_65100.pth,62.197655500080806,65100
2007,./models\v1_20241128-085415_6fe0f1e9_65200.pth,78.5341006474977,65200
2008,./models\v1_20241128-085415_6fe0f1e9_65300.pth,71.40753838815868,65300
2009,./models\v1_20241128-085415_6fe0f1e9_65400.pth,-147.98010806418725,65400
2010,./models\v1_20241128-085415_6fe0f1e9_65500.pth,-21.105539087986426,65500
2011,./models\v1_20241128-085415_6fe0f1e9_65600.pth,-40.344312379330475,65600
2012,./models\v1_20241128-085415_6fe0f1e9_65700.pth,-21.615108393290555,65700
2013,./models\v1_20241128-085415_6fe0f1e9_65800.pth,-14.301634821265427,65800
2014,./models\v1_20241128-085415_6fe0f1e9_65900.pth,16.587130570731254,65900
2015,./models\v1_20241128-085415_6fe0f1e9_66000.pth,23.831971408980344,66000
2016,./models\v1_20241128-085415_6fe0f1e9_66100.pth,-18.477423858470782,66100
2017,./models\v1_20241128-085415_6fe0f1e9_66200.pth,-43.16869143901256,66200
2018,./models\v1_20241128-085415_6fe0f1e9_66300.pth,-53.04251968646613,66300
2019,./models\v1_20241128-085415_6fe0f1e9_66400.pth,-28.113900292099764,66400
2020,./models\v1_20241128-085415_6fe0f1e9_66500.pth,14.386746116705988,66500
2021,./models\v1_20241128-085415_6fe0f1e9_66600.pth,36.577664125059094,66600
2022,./models\v1_20241128-085415_6fe0f1e9_66700.pth,42.81514802086105,66700
2023,./models\v1_20241128-085415_6fe0f1e9_66800.pth,46.03776553040501,66800
2024,./models\v1_20241128-085415_6fe0f1e9_66900.pth,32.6665063413566,66900
2025,./models\v1_20241128-085415_6fe0f1e9_67000.pth,30.76772231635091,67000
2026,./models\v1_20241128-085415_6fe0f1e9_67100.pth,-9.5864824952558,67100
2027,./models\v1_20241128-085415_6fe0f1e9_67200.pth,-45.19134453717379,67200
2028,./models\v1_20241128-085415_6fe0f1e9_67300.pth,-83.3271002180588,67300
2029,./models\v1_20241128-085415_6fe0f1e9_67400.pth,-93.71737316455126,67400
2030,./models\v1_20241128-085415_6fe0f1e9_67500.pth,-91.47149463132341,67500
2031,./models\v1_20241128-085415_6fe0f1e9_67600.pth,-107.58241411938609,67600
2032,./models\v1_20241128-085415_6fe0f1e9_67700.pth,-44.91711361624386,67700
2033,./models\v1_20241128-085415_6fe0f1e9_67800.pth,-65.88766305093,67800
2034,./models\v1_20241128-085415_6fe0f1e9_67900.pth,-70.32283231151906,67900
2035,./models\v1_20241128-085415_6fe0f1e9_68000.pth,-96.67387985785275,68000
2036,./models\v1_20241128-085415_6fe0f1e9_68100.pth,-84.71563151865737,68100
2037,./models\v1_20241128-085415_6fe0f1e9_68200.pth,-60.00362048867543,68200
2038,./models\v1_20241128-085415_6fe0f1e9_68300.pth,-50.71878797980841,68300
2039,./models\v1_20241128-085415_6fe0f1e9_68400.pth,-12.161805541558797,68400
2040,./models\v1_20241128-085415_6fe0f1e9_68500.pth,-23.084351414973188,68500
2041,./models\v1_20241128-085415_6fe0f1e9_68600.pth,-17.941522739894662,68600
2042,./models\v1_20241128-085415_6fe0f1e9_68700.pth,-15.107743654486104,68700
2043,./models\v1_20241128-085415_6fe0f1e9_68800.pth,37.284570760980706,68800
2044,./models\v1_20241128-085415_6fe0f1e9_68900.pth,49.85473805948739,68900
2045,./models\v1_20241128-085415_6fe0f1e9_69000.pth,60.745614808168256,69000
2046,./models\v1_20241128-214652_6fe0f1e9_62100.pth,116.36334283793383,62100
2047,./models\v1_20241128-214652_6fe0f1e9_62200.pth,76.09092917052982,62200
2048,./models\v1_20241128-214652_6fe0f1e9_62300.pth,20.572217003732213,62300
2049,./models\v1_20241128-214652_6fe0f1e9_62400.pth,1.0306368326026776,62400
2050,./models\v1_20241128-214652_6fe0f1e9_62500.pth,7.742583909428058,62500
2051,./models\v1_20241128-214652_6fe0f1e9_62600.pth,-35.17357231748787,62600
2052,./models\v1_20241128-214652_6fe0f1e9_62700.pth,-21.90490860035975,62700
2053,./models\v1_20241128-214652_6fe0f1e9_62800.pth,-23.082692467195184,62800
2054,./models\v1_20241128-214652_6fe0f1e9_62900.pth,23.858668125472594,62900
2055,./models\v1_20241128-214652_6fe0f1e9_63000.pth,-17.10994653612676,63000
2056,./models\v1_20241128-214652_6fe0f1e9_63100.pth,-52.82531836320062,63100
2057,./models\v1_20241128-214652_6fe0f1e9_63200.pth,-15.50148164312145,63200
2058,./models\v1_20241128-214652_6fe0f1e9_63300.pth,43.24153316690192,63300
2059,./models\v1_20241128-225032_6fe0f1e9_62100.pth,113.54351509252594,62100
2060,./models\v1_20241128-225032_6fe0f1e9_62200.pth,120.74838847358954,62200
2061,./models\v1_20241128-225032_6fe0f1e9_62300.pth,123.74921585572412,62300
2062,./models\v1_20241128-225032_6fe0f1e9_62400.pth,125.51618016197291,62400
2063,./models\v1_20241128-225032_6fe0f1e9_62500.pth,119.45731040403996,62500
2064,./models\v1_20241128-225032_6fe0f1e9_62600.pth,137.140410021251,62600
2065,./models\v1_20241128-225032_6fe0f1e9_62700.pth,140.34519121344266,62700
2066,./models\v1_20241128-225032_6fe0f1e9_62800.pth,134.14129410749706,62800
2067,./models\v1_20241128-225032_6fe0f1e9_63100.pth,140.21252093158589,63100
2068,./models\v1_20241128-225032_6fe0f1e9_63200.pth,142.63745253574425,63200
2069,./models\v1_20241128-225032_6fe0f1e9_63300.pth,110.44627423395356,63300
2070,./models\v1_20241128-225032_6fe0f1e9_63400.pth,112.30393388904893,63400
2071,./models\v1_20241128-225032_6fe0f1e9_63500.pth,110.28621585020117,63500
2072,./models\v1_20241128-225032_6fe0f1e9_63600.pth,105.31282267198623,63600
2073,./models\v1_20241128-225032_6fe0f1e9_63700.pth,69.26242746613974,63700
2074,./models\v1_20241128-225032_6fe0f1e9_63800.pth,76.96373327007484,63800
2075,./models\v1_20241128-225032_6fe0f1e9_63900.pth,93.06201277536852,63900
2076,./models\v1_20241128-225032_6fe0f1e9_64000.pth,64.45285695222643,64000
2077,./models\v1_20241128-225032_6fe0f1e9_64100.pth,80.09496688319646,64100
2078,./models\v1_20241128-225032_6fe0f1e9_64200.pth,64.58614145430539,64200
2079,./models\v1_20241128-225032_6fe0f1e9_64300.pth,90.21692929592349,64300
2080,./models\v1_20241128-225032_6fe0f1e9_64400.pth,85.98663943372641,64400
2081,./models\v1_20241128-225032_6fe0f1e9_64500.pth,88.58259468970081,64500
2082,./models\v1_20241128-225032_6fe0f1e9_64600.pth,96.60737312246549,64600
2083,./models\v1_20241128-225032_6fe0f1e9_64700.pth,91.22803258125877,64700
2084,./models\v1_20241128-225032_6fe0f1e9_64800.pth,94.23932843775616,64800
2085,./models\v1_20241128-225032_6fe0f1e9_64900.pth,79.58519959951882,64900
2086,./models\v1_20241128-225032_6fe0f1e9_65000.pth,66.16487386263749,65000
2087,./models\v1_20241128-225032_6fe0f1e9_65100.pth,54.20753470018771,65100
2088,./models\v1_20241128-225032_6fe0f1e9_65200.pth,56.792225375827684,65200
2089,./models\v1_20241128-225032_6fe0f1e9_65300.pth,64.38593889185908,65300
2090,./models\v1_20241128-225032_6fe0f1e9_65400.pth,77.47368760113845,65400
2091,./models\v1_20241128-225032_6fe0f1e9_65500.pth,77.98215317856265,65500
2092,./models\v1_20241128-225032_6fe0f1e9_65600.pth,63.70826415961367,65600
2093,./models\v1_20241128-225032_6fe0f1e9_65700.pth,76.01901114262215,65700
2094,./models\v1_20241128-225032_6fe0f1e9_65800.pth,69.1159200765883,65800
2095,./models\v1_20241128-225032_6fe0f1e9_65900.pth,86.46642048858642,65900
2096,./models\v1_20241128-225032_6fe0f1e9_66000.pth,75.66545401677357,66000
2097,./models\v1_20241128-225032_6fe0f1e9_66100.pth,72.65769440907867,66100
2098,./models\v1_20241128-225032_6fe0f1e9_66200.pth,78.52601505231885,66200
2099,./models\v1_20241128-225032_6fe0f1e9_66300.pth,71.27119848890787,66300
2100,./models\v1_20241128-225032_6fe0f1e9_66400.pth,85.37103065401047,66400
2101,./models\v1_20241128-225032_6fe0f1e9_66500.pth,25.275323214178297,66500
2102,./models\v1_20241128-225032_6fe0f1e9_66600.pth,83.12542904407849,66600
2103,./models\v1_20241128-225032_6fe0f1e9_66700.pth,72.45469280853092,66700
2104,./models\v1_20241128-225032_6fe0f1e9_66800.pth,89.56332359232772,66800
2105,./models\v1_20241128-225032_6fe0f1e9_66900.pth,73.26432968725595,66900
2106,./models\v1_20241128-225032_6fe0f1e9_67000.pth,61.108929733440256,67000
2107,./models\v1_20241128-225032_6fe0f1e9_67100.pth,71.91830597418195,67100
2108,./models\v1_20241128-225032_6fe0f1e9_67200.pth,71.0811088573655,67200
2109,./models\v1_20241128-225032_6fe0f1e9_67300.pth,93.34121498886056,67300
2110,./models\v1_20241128-225032_6fe0f1e9_67400.pth,85.2677115487519,67400
2111,./models\v1_20241128-225032_6fe0f1e9_67500.pth,87.51797792578364,67500
2112,./models\v1_20241128-225032_6fe0f1e9_67600.pth,85.49770812871226,67600
2113,./models\v1_20241128-225032_6fe0f1e9_67700.pth,84.90933325940998,67700
2114,./models\v1_20241128-225032_6fe0f1e9_67800.pth,86.34233516411237,67800
2115,./models\v1_20241128-225032_6fe0f1e9_67900.pth,86.72794564441774,67900
2116,./models\v1_20241128-225032_6fe0f1e9_68000.pth,91.2484525523443,68000
2117,./models\v1_20241128-225032_6fe0f1e9_68100.pth,98.61249416905626,68100
2118,./models\v1_20241128-225032_6fe0f1e9_68200.pth,94.39548085226969,68200
2119,./models\v1_20241128-225032_6fe0f1e9_68300.pth,97.20307807786664,68300
2120,./models\v1_20241128-225032_6fe0f1e9_68400.pth,93.0541080353464,68400
2121,./models\v1_20241128-225032_6fe0f1e9_68500.pth,78.93476005896363,68500
2122,./models\v1_20241128-225032_6fe0f1e9_68600.pth,106.92725143694557,68600
2123,./models\v1_20241128-225032_6fe0f1e9_68700.pth,91.4888986201568,68700
2124,./models\v1_20241128-225032_6fe0f1e9_68800.pth,118.0884240485404,68800
2125,./models\v1_20241128-225032_6fe0f1e9_68900.pth,104.45540894679871,68900
2126,./models\v1_20241128-225032_6fe0f1e9_69000.pth,91.26468387482733,69000
2127,./models\v1_20241128-225032_6fe0f1e9_69100.pth,92.40154233575424,69100
2128,./models\v1_20241128-225032_6fe0f1e9_69200.pth,102.76763265102397,69200
2129,./models\v1_20241128-225032_6fe0f1e9_69300.pth,98.34115421877297,69300
2130,./models\v1_20241128-225032_6fe0f1e9_69400.pth,104.00267770852741,69400
2131,./models\v1_20241128-225032_6fe0f1e9_69500.pth,102.15290010873487,69500
2132,./models\v1_20241128-225032_6fe0f1e9_69600.pth,106.12650808517621,69600
2133,./models\v1_20241128-225032_6fe0f1e9_69700.pth,77.4167807643347,69700
2134,./models\v1_20241128-225032_6fe0f1e9_69800.pth,78.17769939278134,69800
2135,./models\v1_20241128-225032_6fe0f1e9_69900.pth,137.45097874624489,69900
2136,./models\v1_20241128-225032_6fe0f1e9_70000.pth,111.42106594739278,70000
2137,./models\v1_20241128-225032_6fe0f1e9_70100.pth,110.87040227606009,70100
2138,./models\v1_20241128-225032_6fe0f1e9_70200.pth,120.68507550801033,70200
2139,./models\v1_20241128-225032_6fe0f1e9_70300.pth,111.95996021210787,70300
2140,./models\v1_20241128-225032_6fe0f1e9_70400.pth,119.26481272626592,70400
2141,./models\v1_20241128-225032_6fe0f1e9_70500.pth,116.55189919181814,70500
2142,./models\v1_20241128-225032_6fe0f1e9_70600.pth,108.30118624240099,70600
2143,./models\v1_20241128-225032_6fe0f1e9_70700.pth,111.81486126837095,70700
2144,./models\v1_20241128-225032_6fe0f1e9_70800.pth,113.58848930882519,70800
2145,./models\v1_20241128-225032_6fe0f1e9_70900.pth,128.45834449380303,70900
2146,./models\v1_20241128-225032_6fe0f1e9_71000.pth,119.24231359024174,71000
2147,./models\v1_20241128-225032_6fe0f1e9_71100.pth,120.39953708565825,71100
2148,./models\v1_20241128-225032_6fe0f1e9_71200.pth,102.72618906488776,71200
